Word,POS,Pronunciation (IPA),Frequency
Vailsburg,NN,,1
Irvington,NN,,5
PBY,NN,,1
Venturas,NNS,,1
Lindeman,NN,L IH N D M AH N,1
136067,CD,,1
126909,CD,,1
Wallwork,NN,W AO L W ER K,1
2185,CD,,1
Madelyn,NN,M AE D IH L IH N,1
41253514,CD,,1
Jub,NN,,1
Jb,NN,,1
Howmehye,NN,,1
Dehgolan,NN,,2
41265514,CD,,1
GURPS,NN,,8
Cliffhangers,NNS,K L IH F HH AE NG ER Z,5
sourcebook,NN,S AO R S B UH K,1
pulphero,NN,,1
Settings,NNS,S EH T IH NG Z,1
gadgeteering,VBG,,1
superscience,NN,,1
Sinovcic,NN,,1
Alarums,NNS,,1
41271514,CD,,1
Mexicali,NN,M EH K S IH K AA L IY,1
Pantoja,NN,P AA N T OW Y AH,1
41273514,CD,,1
KLYR,NNP,,1
41275514,CD,,1
Choo,NN,CH UW,2
Setzer,NN,S EH T Z ER,1
Sleepwalk,NN,S L IY P W AO K,1
41293514,CD,,1
Sanhour,NN,,1
Beheira,NN,,1
Faiyum,NN,,1
Sabri,NN,,1
Raheel,NN,,1
Leftback,NN,,1
Ahly,RB,,2
41303514,CD,,1
RelegationPromotion,NN,,1
Sangju,NN,,2
Leggoals2,NN,,1
Sangmu,NN,,1
Challengers,NNS,CH AE L AH N JH ER Z,2
WKLeague,NN,,1
41312514,CD,,1
PacMan,NN,P AE K M AH N,5
runnerstyle,NN,,1
iOS,NN,IY OW S,1
barcodes,NNS,,1
wellpolished,VBN,,1
41339514,CD,,1
Triaca,NN,,10
balloonist,NN,B AH L UW N IH S T,1
polytechnique,NN,,1
luniversit,NN,,1
ParisSud,NN,,1
Balloonist,NN,B AH L UW N IH S T,2
aeronautic,JJ,EH R OW N AA T AH K,1
dirigibles,NNS,,1
Gorden,NNP,G AO R D AH N,1
dirigible,JJ,,1
Chauvire,NN,,1
41346514,CD,,1
Moviez,NN,,13
satellitebased,VBN,,1
geographies,NNS,,1
Tyres,NNS,,1
3i,CD,,1
DG2L,NN,,1
MPEG4,NN,,3
encryption,NN,EH N K R IH P SH AH N,2
Paypershow,NN,,1
IMPACT,NN,IH M P AE K T,4
multiterminal,NN,,1
multiuser,NN,M AH L T IY Y UW Z ER,1
userfriendly,RB,,1
Watermarking,VBG,,2
theatreserver,NN,,1
fingerprint,NN,F IH NG G ER P R IH N T,1
nonintrusive,JJ,,1
videographed,NNS,,1
Piracy,NN,P AY R AH S IY,1
Diagram,NN,D AY AH G R AE M,1
Technopreneur,NN,,2
AsiaPacific,NN,,2
Entrepolis,NNS,,1
IIFA,NN,,1
BRONZE,NN,B R AA N Z,1
Marico,NN,,1
MIF,NN,,1
41347514,CD,,1
MaryLynn,NN,,1
Magar,NN,M AE G ER,5
Radford,NN,R AE D F ER D,1
Committeewoman,NN,,1
Pasqualone,NN,,2
Turnquest,JJS,T ER N K W EH S T,2
41380514,CD,,1
Alderbrook,NN,,11
Solihull,NN,,1
Lemberg,NNP,L EH M B ER G,1
Mosaic,NN,M OW Z EY IH K,1
Crowborough,NN,K R OW B ER OW,1
Fishermen,NNS,F IH SH ER M IH N,1
41390514,CD,,1
tangere,RB,,5
Marienschrein,NN,,2
nappy,JJ,,1
decapitation,NN,D IH K AE P IH T EY SH AH N,1
loincloth,NN,L OY N K L AO TH,1
pilgrim,NN,P IH L G R AH M,2
repented,VBN,R IH P EH N T IH D,1
rippon,NN,R IH P AH N,1
domini,NN,D AA M IH N IY,1
CCC,NN,,1
festo,NN,,1
magne,NN,,1
dedicacionis,NN,,1
ecclesie,NN,,3
beate,NN,,1
marie,NN,M ER IY,1
Aquensis,NN,,1
fuit,NN,,1
ordinatum,NN,,1
capitulum,NN,,1
dicte,NN,,1
indictum,NN,,1
presens,NNS,,1
sarculum,NN,,1
cui,NN,,1
hec,NN,,1
scedula,NN,,1
appensa,NN,,1
cetero,NN,,1
apperiatur,NN,,1
propter,NN,,1
specialem,NN,,1
statum,NN,S T AE T AH M,1
utilitatem,NN,,1
antedicte,NN,,1
Josphine,NN,,1
MarcAntoine,NN,,1
Berdolet,NN,,1
centuriesold,NN,,1
Siegen,NN,,1
Msgr,NN,M AA N S IY N Y ER,1
Crumbach,NN,,2
Lentz,NN,L EH N T S,1
Kstchen,NNP,,1
mich,NN,M IH CH,1
Aachener,NN,AA K AH N ER,4
Domschatz,NN,,2
Bischflichen,NNP,,1
Dizesanarchivs,NN,,1
Grimme,NN,G R IH M,1
Kunstbltter,NN,,1
Schwann,NN,,1
7576,CD,,1
Weynands,NNS,,1
Zur,NN,,1
Heiligtumsfahrt,NN,,1
Einhard,NN,,1
3930701731,CD,,1
41393514,CD,,1
Bunyodkor,NN,,1
Guliston,NNP,,1
Shurtan,NN,,1
Andijan,NN,,1
Mashal,NN,,1
Mubarek,NN,,1
goalscorers,NNS,,1
83471,CD,,1
Hattricks,NNS,,1
41397514,CD,,1
Waise,NN,,2
Cheung,NN,CH Y UW NG,5
Tsui,NN,T S UW IY,2
Yip,NN,Y IH P,1
Leito,NN,,1
Gunman,NN,G AH N M AH N,1
sunglasses,NNS,S AH N G L AE S IH Z,1
Chik,NN,,1
gigolo,NN,JH IH G AH L OW,1
Kwok,NNP,K W AA K,4
Kin,NNP,K IH N,1
Keung,NNP,,1
5541985,CD,,1
41424514,CD,,1
Zhonglingjie,NN,,1
Linggu,NN,,1
Zhongling,VBG,,1
41433514,CD,,1
Hrisson,NN,,5
Allier,NN,,2
Aurlien,NN,,1
41437514,CD,,1
finweight,NN,,1
Hsienyung,NN,,1
Haidar,NN,,1
Touran,NN,,1
Fransisca,NN,,1
Khoshjamal,NNP,,1
Fekri,NN,,1
UTC0800,NN,,1
RD1score031,NN,,1
RD1score04,NN,,1
RD1score05,NN,,1
RD1score060,NN,,1
RD1score070,NN,,1
RD1score08,NN,,1
RD1score092,NN,,1
RD1score10,NN,,1
RD1score111,NN,,1
RD1score12,NN,,1
RD1score13,NN,,1
RD1score141,NN,,1
RD1score15,NN,,1
RD1score161,NN,,1
RD2score01,NN,,1
RD2score021,NN,,1
RD2score03,NN,,1
RD2score046,NN,,1
RD2score05,NN,,1
RD2score060,NN,,1
RD2score070,NN,,1
RD2score08,NN,,1
RD3score02,NN,,1
RD3score03,NN,,1
RD3score043,NN,,1
RD4score013,NN,,1
RD4score02,NN,,1
41447514,CD,,1
Calypsoeae,NN,,1
41513514,CD,,1
Gasparo,NN,,1
Martellini,NNP,M AA R T EH L IY N IY,1
atavistic,JJ,AE T AH V IH S T IH K,1
Purismo,NN,,1
Bartolini,NNP,B AA R T OW L IY N IY,1
Pitti,NNS,,1
lunette,NN,,1
Cimento,NN,,1
Spinelli,NN,S P IH N EH L IY,1
Croce,NN,K R OW CH IY,1
lunettes,NNS,,1
Militant,NN,M IH L AH T AH N T,1
lunnette,NN,,1
Sinite,NN,,1
parvulos,NN,,1
Ospedale,NN,,1
Innocenti,NNS,IH N OW CH EH N T IY,1
Pasqui,NN,,1
41536514,CD,,1
Malinowski,NNP,M AH L IH N AO F S K IY,3
41538514,CD,,1
dollmaker,NN,,1
dolls,NNS,D AA L Z,1
Dollmaker,NN,,4
Harriette,NN,HH AE R IY EH T,1
Arnow,NNP,AA R N OW,1
KiangNing,VBG,,1
41551514,CD,,1
interdivision,NN,,1
MSouth,NN,,1
ArkansasMissouri,NN,,1
54120,CD,,1
41569514,CD,,1
Kech,NNP,,1
Kirichi,NNP,,1
Jabal,NN,,1
Kuhpayeh,NNP,,1
41572514,CD,,1
IMSs,NN,,1
inaugurate,NN,IH N AO G Y ER IH T,1
researchintensive,NN,,1
BUFS,NN,,3
socioscientific,NN,,1
145976,CD,,1
KRF,NNP,,2
145984,CD,,1
145992,CD,,1
146000,CD,,1
Civilizations,NNS,S IH V AH L IH Z EY SH AH N Z,1
Multilingual,JJ,M AH L T IY L IH NG W AH L,2
MMWS,NN,,4
20050835,CD,,1
Intercultural,JJ,IH N T ER K AH L CH ER AH L,1
multiculturalism,NN,M AH L T IY K AH L CH ER AH L IH Z AH M,1
146008,CD,,1
146016,CD,,1
146024,CD,,1
YongSoo,NN,,1
selfsustaining,VBG,,2
sociohistorical,JJ,,1
MidEastern,JJ,M IH D IY S T ER N,1
41598514,CD,,1
amonn,NN,,1
fullforwrad,NN,,1
Puckane,NN,,1
AllIrelandwinning,VBG,,1
41640514,CD,,1
Gamalakhe,NN,,2
Shepstone,NN,,1
Vodacom,NN,,1
Ugu,NN,,1
SAFA,NN,,1
Ayanda,NN,,1
Gcaba,NNP,,1
Thamsanqa,NN,,1
Teyise,NN,,1
41652514,CD,,1
Dengezlu,NN,,1
Dengezl,NN,,1
Dangazl,NN,,1
Dahgezl,NN,,1
Dangazlye,NN,,1
Dengez,NN,,1
Denge,NN,,1
Zol,NN,,1
Padenaye,NN,,1
Padena,NN,,1
Semirom,NN,,2
41653514,CD,,1
Pirasafneh,NN,,1
Prsafneh,NN,,1
Esfaneh,NN,,1
Vardasht,NN,,1
41662514,CD,,1
Pdegn,NN,,1
Gorveh,NN,,1
Tpkhneh,NN,,1
Manzel,NN,,1
Meskny,NN,,1
villageand,NN,,1
Manzariyeh,NN,,1
Shahreza,NN,,1
41672514,CD,,1
Hoyas,NN,,4
Colliflower,NN,,1
recap,NN,R IY K AE P,1
Oncampus,NN,,1
191415,CD,,1
standingroom,NN,,1
onlybasis,NN,,1
191819,CD,,1
crosstown,NN,K R AO S T AW N,1
16game,CD,,1
Flavin,NN,F L EY V IH N,1
72pointpergame,CD,,1
Zazzali,NN,,1
noncollegiate,NN,,2
wonloss,NN,,2
002147,CD,,1
8D817B,CD,,1
41684514,CD,,1
Lesesne,NN,L EH S IH N,1
renominated,VBN,R IY N AA M AH N EY T IH D,1
Wagener,NN,W AE G AH N ER,1
41700514,CD,,1
17521808,CD,,1
Welbeck,NN,,1
Beddoes,NNS,,1
Trye,NN,,1
harpoons,NNS,HH AA R P UW N Z,1
Downman,NN,,1
DIsraeli,NN,D IH Z R EY L IY,1
Polwhele,NN,,1
Geikie,NN,,1
Barthlemy,NN,,1
Faujas,NN,,1
SaintFond,NN,,1
garbled,VBN,G AA R B AH L D,1
Tytler,NN,,1
Lunardi,NN,,1
Montgolfier,JJR,,1
Sandby,NN,,1
SunburyonThames,NNS,,1
quarrelled,VBN,,1
embalming,VBG,EH M B AA M IH NG,1
phthisis,NN,,1
embalm,NN,EH M B AA M,1
Absorbent,NN,AH B Z AO R B AH N T,1
Patella,NN,P AH T EH L AH,1
Kneepan,NNP,,1
Nathanael,NN,N AE TH AH N EY L,1
Lieberkhn,NN,,1
Quatuor,NN,,1
Dissertationes,NNS,,1
41711514,CD,,1
SainteAgathedesMonts,NNS,,2
Snowboarding,VBG,,1
snowboarder,NN,S N OW B AO R D ER,1
41714514,CD,,1
19502005,CD,,1
Slappy,JJ,,1
19211995,CD,,1
41727514,CD,,1
borestroke,NN,,1
196cc,CD,,1
taillight,NN,,1
41739514,CD,,1
Mandurang,NN,,1
Kilometres,NNS,,1
Manurang,NN,,1
adjcent,NN,,1
41740514,CD,,1
Pedelty,NN,,2
19031989,CD,,1
specalised,VBN,,1
quickies,NNS,,1
Landslide,NN,L AE N D S L AY D,1
Damozel,NN,,1
Nonsense,NN,N AA N S EH N S,1
41756514,CD,,1
conveyancer,NN,,1
Landa,NN,L AE N D AH,1
41763514,CD,,1
Moinabad,NN,,1
Monbd,NN,,1
Deris,NN,,1
41784514,CD,,1
Mazraehye,NN,,2
Aqa,NN,,1
Hoseyn,NN,,1
oseyn,NN,,1
Dehkuyeh,NN,,1
Larestan,NN,,1
41795514,CD,,1
Nezae,NN,,1
Kuchek,NNP,,1
Neze,NN,,2
Kchek,NNP,,1
Kohneh,NNP,,1
Mishan,NN,,1
Mahvarmilani,NN,,1
Mamasani,NN,,1
41806514,CD,,1
Kanes,NNS,,1
Sucharitakul,NN,,1
Prawat,NN,,1
Nagvajara,NN,,1
41840514,CD,,1
Hindoyan,NN,,4
Sinfonica,NN,,1
Viki,NN,,1
Haitink,NN,,1
Zinman,NN,Z IH N M AH N,1
Cobos,NNS,K OW B OW Z,1
Vaud,NN,,1
Traviata,NN,T R AA V IY AA T AH,2
Hnsel,NN,,1
Sacre,NN,,1
printemps,NNS,P R IH N T EH M P S,1
Daphnis,NN,D AE F N AH S,1
Turandot,NN,T ER AE N D AH T,1
Orchestre,NN,,3
Romande,NN,,1
Sinfonieorchester,NN,,1
Chambre,NN,,1
Philharmonique,NN,,1
Philharmonie,NN,,1
Orchester,NN,,1
Staatsphilharmonie,NN,,1
41844514,CD,,1
Abraheh,NN,,1
braheh,NN,,1
brheh,NN,,1
Poshtkuhe,NN,,1
Rostam,NN,,2
Sorna,NN,,1
41857514,CD,,1
41871514,CD,,1
Campeonato,NN,,1
Fluminense,NN,,2
runnerupsHowever,NN,,1
Nutico,NN,,1
Figueirense,NN,,1
Caxias,NN,,1
Americano,NN,AH M EH R IH K AA N OW,1
Pelotas,NNS,,1
Bangu,NN,,1
Fortaleza,NN,,1
Anapolina,NNP,,1
CSA,NN,,1
B8860B,NN,,6
ffe5b4,NN,,49
5001,CD,,1
5032,CD,,1
5125,CD,,1
5156,CD,,1
5187,CD,,1
5218,CD,,1
5249,CD,,1
FF8C00,NN,,16
5280,CD,,1
5338,CD,,1
DCDCDC,NN,,20
5367,CD,,1
5396,CD,,1
5425,CD,,1
5454,CD,,1
5514,CD,,1
5545,CD,,1
5576,CD,,1
5607,CD,,1
5669,CD,,1
5762,CD,,1
5791,CD,,1
5820,CD,,1
5849,CD,,1
5878,CD,,1
5907,CD,,1
5936,CD,,1
5965,CD,,1
6058,CD,,1
6089,CD,,1
6120,CD,,1
6182,CD,,1
6213,CD,,1
6244,CD,,1
6273,CD,,1
6302,CD,,1
6331,CD,,1
6389,CD,,1
6418,CD,,1
6447,CD,,1
6478,CD,,1
6509,CD,,1
6540,CD,,1
6571,CD,,1
6602,CD,,1
6633,CD,,1
6664,CD,,1
6695,CD,,1
6726,CD,,1
6755,CD,,1
6784,CD,,1
6842,CD,,1
6900,CD,,1
6960,CD,,1
7022,CD,,1
7053,CD,,1
7084,CD,,1
7115,CD,,1
7146,CD,,1
7177,CD,,1
7208,CD,,1
7237,CD,,1
7266,CD,,1
7324,CD,,1
7382,CD,,1
7411,CD,,1
7442,CD,,1
7504,CD,,1
7535,CD,,1
7566,CD,,1
7597,CD,,1
7628,CD,,1
7659,CD,,1
7690,CD,,1
7719,CD,,1
7748,CD,,1
7777,CD,,1
7806,CD,,1
7835,CD,,1
41878514,CD,,1
Metarctia,NN,,1
lugubris,NN,,1
Gaede,NN,G IY D,1
41879514,CD,,1
Monnot,NN,,1
Tellier,NN,T EH L IY ER,1
Cailleux,NN,,1
41883514,CD,,1
veranda,NN,V ER AE N D AH,1
41886514,CD,,1
Pitchers,NNS,P IH CH ER Z,1
Redshirt,NN,,7
Collazo,NN,K OW L AA Z OW,1
Tulley,NN,T UW L IY,1
Burris,NNP,B ER IH S,1
McGarity,NN,M AH G AE R AH T IY,1
Scheetz,NN,SH IY T S,1
Scherzer,NN,SH ER Z ER,1
Rahiem,NN,,1
Dauby,NN,,1
Caples,NNS,K EY P AH L Z,1
Ceballos,NN,S EY B AA L OW Z,1
Fragale,NN,F R AA G AA L IY,1
Surum,NN,,1
Brendon,NN,B R EH N D AH N,1
Keselica,NNP,,1
Sciretta,NN,,1
Catchers,NNS,K AE CH ER Z,1
Zagunis,NN,,1
Mogg,NN,M AA G,1
Outfielders,NNS,AW T F IY L D ER Z,1
Saige,NN,,1
Wernicki,NN,,1
Stoffel,NN,S T AA F AH L,1
660000,CD,,1
17908,CD,,1
ff6600,NN,,2
17939,CD,,1
17970,CD,,1
18019,CD,,1
18050,CD,,1
SiteStadium,NN,,5
18100,CD,,1
18149,CD,,1
18180,CD,,1
18230,CD,,1
18279,CD,,1
18310,CD,,1
18360,CD,,1
18409,CD,,1
18440,CD,,1
18490,CD,,1
PostSeason,NN,,1
18521,CD,,1
18570,CD,,1
18601,CD,,1
TODAYESPN,NN,,1
Parenthesis,NN,P ER EH N TH AH S IH S,1
seedings,NNS,,1
41894514,CD,,1
Ettrick,NN,,1
AllScottish,JJ,,1
Heavierthanair,NN,,1
entrepreneurial,JJ,AA N T R AH P R AH N ER IY AH L,1
aspire,NN,AH S P AY R,1
Markwell,NNP,M AA R K W EH L,1
Forrester,NN,F AO R AH S T ER,1
Soane,NN,,1
KT,NNP,,1
LoganairBaird,NN,,1
41896514,CD,,1
Chulung,NN,,5
Meramor,NN,,1
Shahristan,NN,,1
Daykundi,NN,,1
Lhuntse,NN,,1
41905514,CD,,1
Franchot,NN,F R AE N K AH T,6
Vranken,NNS,,1
18551943,CD,,1
18161875,CD,,1
18511908,CD,,1
41929514,CD,,1
Reorganized,VBN,R IY AO R G AH N AY Z D,1
Partia,NN,,1
Punes,NNS,,1
Shqiperise,NN,,1
Riorganizuar,NN,,1
Dajti,NN,,1
41939514,CD,,1
kabbadi,NN,,1
Kabbadi,NNP,,1
41952514,CD,,1
Triantafyllidis,NN,,1
Intercalated,VBN,,1
41960514,CD,,1
41962514,CD,,1
Berryman,NNP,B EH R IY M AH N,4
Epworth,NN,,4
stompclap,NN,,1
falsetto,NN,F AO L S EH T OW,2
anticlimactic,JJ,AE N T IY K L AY M AE K T IH K,1
Mylo,NN,,1
Xyloto,NN,,1
Aquilina,NNP,AA K W IY L IY N AH,1
Maida,NN,M EY D AH,1
Artwork,NN,AA R T W ER K,1
Frstov,NN,,2
Kory,NN,K AO R IY,1
longform,NN,,1
allures,NNS,,1
craftsmanship,NN,K R AE F T S M AH N SH IH P,1
Iver,NN,AY V ER,1
tonedown,NN,,1
grandeur,NN,G R AE N D UW R,1
McGovern,JJ,M AH G AH V ER N,1
refreshingly,RB,R IY F R EH SH IH NG L IY,1
heartwarming,VBG,HH AA R T W AO R M IH NG,1
drummachine,NN,,1
scoperowWorld,NN,,1
kerlund,NN,,1
impalement,NN,,1
formulates,NNS,F AO R M Y AH L EY T S,1
newlylearnt,NN,,1
levitate,NN,L EH V IH T EY T,2
alcoholfueled,VBN,,1
rampages,NNS,R AE M P EY JH IH Z,1
Williott,NN,,1
Popdust,NN,,1
weve,NN,,1
sideshow,NN,S AY D SH OW,1
Brandy,NNP,B R AE N D IY,1
TwitMusic,JJ,,1
Trending,VBG,T R EH N D IH NG,1
Ora,NN,AO R AH,1
Aloe,NN,AE L OW,1
Blacc,NN,,1
41979514,CD,,1
Huopanankoski,NNP,,1
Huopana,NNP,,3
Juhani,NN,,1
Aho,NN,AA HH OW,1
flyfishing,VBG,,1
Kivijrvi,NNP,,1
Keitele,NNP,,1
Vuosjrvi,NN,,1
Muuruejrvi,NN,,1
ide,NN,AY D,1
grayling,VBG,G R EY L IH NG,1
Stocked,VBN,S T AA K T,1
41984514,CD,,1
Monosyntaxis,NN,,1
montanus,NN,,1
Schulze,NN,SH UH L T S,1
42008514,CD,,1
Plocamopherus,NN,,1
shellless,NN,,1
Polyceridae,NN,,1
42019514,CD,,1
Moustapha,NN,,1
Quaynor,NN,,1
42033514,CD,,1
alOmari,NN,,8
AlOmari,NNP,,1
CMFE,NN,,4
Mazen,NNP,,1
Razan,NN,,1
Ghazzawi,NN,,1
PEC,NN,,3
HRW,NN,,1
42050514,CD,,1
Fructose,NN,F R AH K T OW S,1
Kooi,NNP,K UW IY,1
fructose,NN,F R AH K T OW S,1
42052514,CD,,1
Collegian,JJ,K AH L IY JH AH N,1
editorreporter,NN,,1
subscriptiononly,RB,,1
pluspage,NN,,1
Fs,NN,F S,1
42064514,CD,,1
Gynnidomorpha,NN,,1
datetis,NN,,1
10513,CD,,1
42080514,CD,,1
Margh,NN,,1
Khwahan,NNP,,1
Badakhshan,NNP,,1
42122514,CD,,1
locationLeipzig,NN,,3
stanzas,NN,S T AE N Z AH Z,4
chorales,NNS,,6
BWV,NN,,2
vespers,NNS,,1
hymnwriters,NNS,,1
Kidron,NNP,,1
Kaiphas,NNP,,1
2737,CD,,1
Golgatha,NN,,1
3840,CD,,1
musicologists,NNS,,1
Chorales,NNS,,1
Schalling,VBG,,1
Weie,NN,,1
hymn,NN,HH IH M,4
Gerhardt,NN,G ER HH AA R T,2
Heermann,NN,HH IH R M AH N,1
Fritzsch,NNP,,1
Weise,NN,W IY S,1
Kupferstich,NNP,,1
Bcklinjpg,NN,,1
flauto,NN,,1
traverso,NN,T R AA V EH R S OW,1
Ob,NN,,1
caccia,NN,K AA CH AH,1
basso,NN,B AE S OW,1
continuo,NN,,2
gamba,NN,G AE M B AH,1
Vg,NN,,1
recitatives,NNS,R EH S AH T AH T IY V Z,2
Symmetry,NN,S IH M AH T R IY,2
fantasia,NN,F AE N T EY ZH AH,1
partwriting,VBG,,1
wordsetting,VBG,,1
BachAusgabe,NN,,1
BachWerkeVerzeichnis,NN,,1
paraphrase,NN,P EH R AH F R EY Z,1
Herzliebster,NN,,1
Stanza,NN,S T AE N Z AH,1
JohannesPassion,NN,,1
Werkbersicht,NN,,1
selon,NN,,1
gnrale,NN,,1
42144514,CD,,1
42146514,CD,,1
Amaurobius,NN,,1
obustus,NN,,1
Amaurobiidae,NN,,1
42147514,CD,,1
DNS,NN,,1
42181514,CD,,1
Rynearson,NN,R IH N ER S AH N,2
MidAmerican,JJ,,1
Albertsons,NNS,,1
42201514,CD,,1
snip,NN,S N IH P,1
MeTu,NN,,1
RoseTu,NN,,1
thirdgeneration,NN,,1
Willamette,NN,W AH L AE M AH T,2
850to7850,CD,,1
Beervana,NNP,,1
brewpubs,NNS,,1
breweries,NNS,B R UW ER IY Z,1
Staffers,NNS,S T AE F ER Z,1
PTown,NN,,2
PDX,NN,,2
pdxedu,NN,,1
psuedu,NN,,1
pdx,NN,,1
42210514,CD,,1
Uolbut,NN,,1
Tokko,NN,,2
Zharkhan,NN,,1
Dabansky,NN,,1
Olyokminsky,NN,,1
Sakha,NN,,1
Olyokminsk,NN,,1
42212514,CD,,1
Maximiliana,NNP,,2
Sebastiane,NN,S AH B AE S T IY EH N,2
LEngle,NN,L IH NG AH L,2
0374333858,CD,,2
Murry,NN,M ER IY,3
Traits,NNS,T R EY T S,1
Engaging,VBG,EH N G EY JH IH NG,1
silvergrey,NN,,1
conversationalist,NN,K AA N V ER S EY SH AH N AH L AH S T,1
eyelid,NN,AY L IH D,1
Netson,NN,,2
Allaire,NN,AA L EH R,7
inherits,NNS,IH N HH EH R AH T S,1
lecherous,JJ,L EH CH ER AH S,1
roue,NN,,1
Davin,NN,D AE V IH N,1
Tomassi,NN,T OW M AA S IY,2
confidantes,NNS,,1
Pissarro,NN,,1
worsens,NNS,W ER S AH N Z,1
Submit,NN,S AH B M IH T,1
LIke,IN,L AY K,1
Acceptable,JJ,AE K S EH P T AH B AH L,2
Metaxa,NN,,1
liqueur,NN,L IH K ER,1
nearing,VBG,N IH R IH NG,1
Hearne,NN,HH ER N,1
03628930,CD,,1
2833,CD,,1
42226514,CD,,1
Maddox,NN,M AE D AH K S,1
Preheat,NN,,1
Afterburn,NN,,1
51909,CD,,1
42265514,CD,,1
Zafiros,NNS,,1
Pazos,NN,P AA Z OW Z,1
requinto,NN,,1
42269514,CD,,1
Feels,NNS,F IY L Z,5
Armin,NN,AA R M AH N,1
Buuren,NNS,,1
42281514,CD,,1
archers,NNS,,1
rowspan2Rank,NN,,11
55631,CD,,1
55639,CD,,1
55647,CD,,1
55655,CD,,1
55663,CD,,1
55671,CD,,1
55679,CD,,1
55687,CD,,1
55695,CD,,1
55703,CD,,1
qB,NN,,2
nonmedal,NN,,4
qE,NN,,1
colspan2Qualification,NN,,3
BWF,NN,,1
AIBA,NN,,1
FIE,NN,,1
55711,CD,,1
55719,CD,,1
55727,CD,,1
55735,CD,,1
55743,CD,,1
55751,CD,,1
55759,CD,,1
55767,CD,,1
55775,CD,,1
55783,CD,,1
55791,CD,,1
55799,CD,,1
Hyunseok,NN,,1
Wharang,NN,,1
Wooyeong,IN,,1
Hwimin,NN,,1
Gyuhyeong,NNP,,1
Kyunam,NNP,,1
Mingyu,NN,,1
Seongjun,NN,,1
Seungha,NN,,1
Changmin,NN,,1
Jiyong,RB,,1
Kyuhyuk,NNP,,1
Sangsu,NN,,1
Jarhyuk,NN,,1
Junphil,NN,,1
Kyeongwoo,NNP,,1
Dohyun,NN,,1
scoreMatch,NN,,1
IGF,NN,,1
YOG,NN,,1
ITTF,NN,,1
55823,CD,,1
55831,CD,,1
55839,CD,,1
55847,CD,,1
55855,CD,,1
55863,CD,,1
55871,CD,,1
55879,CD,,1
55887,CD,,1
55895,CD,,1
rowspan3Mixed,NN,,1
Taekwondo,NN,T AE K W AA N D OW,2
55903,CD,,1
55911,CD,,1
55919,CD,,1
55927,CD,,1
55935,CD,,1
55943,CD,,1
55951,CD,,1
55959,CD,,1
55967,CD,,1
55975,CD,,1
alignleftBoys,NNS,,1
42312514,CD,,1
Tajja,NN,,1
Huh,NN,HH AH,1
Seyeong,NN,,1
Chosun,NN,CH OW Z AH N,1
Tazza,NN,,2
conned,VBN,K AA N D,1
42323514,CD,,1
Facer,NN,F EY S ER,6
NZLR,NN,,2
Contracts,NNS,K AA N T R AE K T S,2
42329514,CD,,1
42332514,CD,,1
NDA,NN,,2
Kottayam,NNP,,1
42339514,CD,,1
Lory,NN,L AO R IY,1
Maumont,NN,,1
AwardsNominated,VBN,,1
Expendable,JJ,IH K S P EH N D AH B AH L,1
Jahraus,NN,,1
Steinore,NN,,1
Gremlins,NNS,G R EH M L AH N Z,1
42351514,CD,,1
Trichromia,NN,,1
apiciplaga,NN,,1
42357514,CD,,1
Sandeman,NN,,1
42377514,CD,,1
Trischalis,NN,,1
subaurana,NN,,1
IndoAustralian,JJ,,1
42389514,CD,,1
Tukes,NNS,,1
Turvallisuus,NN,,1
kemikaalivirasto,NN,,1
Turvatekniikan,NN,,1
keskus,NN,,1
Skerhets,NNS,,1
kemikalieverket,NN,,1
Fimea,NN,,1
Valvira,NN,,1
42426514,CD,,1
Kilquane,NNP,,7
Ardnacrusha,NN,,5
Parteen,NN,,6
Chapelry,NN,,1
Singland,NN,,2
Clanwilliam,NN,,1
Bunratty,NNS,,1
11991216,CD,,1
Castlebank,NN,,1
Thomond,NN,,2
Dromin,NN,,1
4132,CD,,1
Chuin,NN,,2
Killely,RB,,1
Meelick,NN,,1
hewn,NN,HH Y UW N,1
Townlands,NNS,,2
Corbally,RB,,1
Reboge,NN,,3
42433514,CD,,1
Proportional,JJ,P R AH P AO R SH AH N AH L,5
Myoelectric,NN,,3
exoskeletons,NNS,,12
myoelectric,NN,,10
electromyography,NN,,4
EMG,NN,,19
actuator,NN,AE K T Y UW EY T ER,6
exoskeleton,NN,EH K S OW S K EH L AH T AH N,22
orthosis,NN,,3
actuators,NNS,AE K T Y UW EY T ER Z,4
prosthesis,NN,P R AO S TH EH S IH S,1
neuromuscular,JJ,,4
kinematics,NNS,,1
Postinjury,NN,,1
footswitch,NN,,2
Sensors,NNS,S EH N S ER Z,1
wearers,NNS,W EH R ER Z,1
actuated,VBN,,2
Onboard,NN,AA N B AO R D,1
microcontrollers,NNS,,1
assistive,JJ,,1
normalization,NN,N AO R M AH L IH Z EY SH AH N,1
anklefoot,NN,,2
AFO,NN,,1
soleus,NN,,3
kinematic,JJ,,1
musculoskeletal,NN,,1
synergistic,JJ,S IH N ER JH IH S T IH K,1
Flexor,NN,,1
actuation,NN,,2
dorsiflexion,NN,,1
tibialis,NN,,1
flexion,NN,F L EH K SH AH N,1
coactivation,NN,,2
difficultFerris,NN,,1
KE,NNP,,1
Sawicki,NN,S AO IH T S K IY,1
Peethambaran,NN,,1
425428,CD,,1
dorsiflexor,NN,,1
fullbody,NN,,1
torques,NNS,,2
